hidden_flip_rate,test_harm_weight,failure_harm,best_method,best_total_cost,text_total_cost,eager_eatl_total_cost,risk_aware_eatl_total_cost,risk_minus_text,eager_minus_text
0.9,1.0,1.0,risk_aware_eatl,0.06732000000000006,0.17243333333333333,0.12569999999999917,0.06732000000000006,-0.10511333333333327,-0.046733333333334154
0.9,1.0,2.0,risk_aware_eatl,0.08011666666666661,0.34376666666666666,0.15796666666666614,0.08011666666666661,-0.26365000000000005,-0.18580000000000052
0.9,1.0,5.0,risk_aware_eatl,0.12095666666666641,0.8577666666666668,0.23756666666666673,0.12095666666666641,-0.7368100000000004,-0.6202000000000001
0.9,1.0,10.0,risk_aware_eatl,0.18111000000000005,1.7144333333333335,0.3590000000000012,0.18111000000000005,-1.5333233333333334,-1.3554333333333322
0.9,1.0,20.0,risk_aware_eatl,0.2944300000000003,3.4277666666666664,0.6153000000000051,0.2944300000000003,-3.133336666666666,-2.812466666666661
0.9,1.25,1.0,risk_aware_eatl,0.07994583333333326,0.16843333333333332,0.1583000000000003,0.07994583333333326,-0.08848750000000007,-0.010133333333333022
0.9,1.25,2.0,risk_aware_eatl,0.09068541666666657,0.33576666666666666,0.18213333333333365,0.09068541666666657,-0.24508125000000008,-0.153633333333333
0.9,1.25,5.0,risk_aware_eatl,0.11592083333333322,0.8377666666666667,0.26216666666666694,0.11592083333333322,-0.7218458333333334,-0.5755999999999997
0.9,1.25,10.0,risk_aware_eatl,0.20076041666666683,1.6744333333333332,0.3914666666666662,0.20076041666666683,-1.4736729166666664,-1.282966666666667
0.9,1.25,20.0,risk_aware_eatl,0.30890625000000027,3.347766666666667,0.6035333333333323,0.30890625000000027,-3.0388604166666666,-2.7442333333333346
0.9,1.75,1.0,risk_aware_eatl,0.10510249999999957,0.16913333333333333,0.20530000000000037,0.10510249999999957,-0.06403083333333376,0.03616666666666704
0.9,1.75,2.0,risk_aware_eatl,0.12505999999999948,0.3374666666666667,0.2308000000000006,0.12505999999999948,-0.21240666666666722,-0.1066666666666661
0.9,1.75,5.0,risk_aware_eatl,0.15683374999999974,0.8424666666666667,0.30956666666666777,0.15683374999999974,-0.6856329166666669,-0.5328999999999989
0.9,1.75,10.0,risk_aware_eatl,0.2130933333333334,1.6841333333333333,0.4225000000000015,0.2130933333333334,-1.47104,-1.2616333333333318
0.9,1.75,20.0,risk_aware_eatl,0.3079033333333337,3.3674666666666666,0.7269666666666639,0.3079033333333337,-3.0595633333333327,-2.640500000000003
0.9,2.5,1.0,conservative_prior,0.12258333333333363,0.16883333333333334,0.28663333333333385,0.14698333333333316,-0.021850000000000175,0.11780000000000052
0.9,2.5,2.0,risk_aware_eatl,0.15749999999999978,0.33666666666666667,0.30826666666666724,0.15749999999999978,-0.1791666666666669,-0.028399999999999426
0.9,2.5,5.0,risk_aware_eatl,0.1915583333333331,0.8401666666666667,0.37820000000000076,0.1915583333333331,-0.6486083333333337,-0.46196666666666597
0.9,2.5,10.0,risk_aware_eatl,0.25670416666666657,1.6793333333333333,0.5037000000000007,0.25670416666666657,-1.4226291666666668,-1.1756333333333326
0.9,2.5,20.0,risk_aware_eatl,0.3983708333333338,3.3576666666666664,0.8016333333333323,0.3983708333333338,-2.9592958333333326,-2.556033333333334
0.9,3.0,1.0,conservative_prior,0.12405000000000031,0.17196666666666666,0.33623333333333616,0.16664166666666722,-0.005324999999999441,0.1642666666666695
0.9,3.0,2.0,risk_aware_eatl,0.18440666666666752,0.34213333333333334,0.3625666666666693,0.18440666666666752,-0.15772666666666582,0.020433333333335968
0.9,3.0,5.0,risk_aware_eatl,0.20964833333333477,0.8526333333333334,0.44193333333333573,0.20964833333333477,-0.6429849999999986,-0.4106999999999976
0.9,3.0,10.0,risk_aware_eatl,0.2728533333333353,1.7034666666666667,0.6009666666666674,0.2728533333333353,-1.4306133333333313,-1.1024999999999991
0.9,3.0,20.0,risk_aware_eatl,0.3614583333333349,3.405133333333333,0.8817333333333325,0.3614583333333349,-3.043674999999998,-2.5234000000000005
